,Brand,Processor,RAM,Storage,GPU,ScreenSize,Resolution,BatteryLife,Weight,Operating System,Price,ProcessorBrand,GPUBrand,GPU_Model,GPUreleaseYear
183,Microsoft,Intel i5,32,1TB HDD,AMD Radeon RX 6800,16.0,1366x768,4.3,2.42,Windows,1118.11,Intel,AMD Radeon,RX 6800,2020
184,Samsung,AMD Ryzen 9,16,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,6.3,1.56,Linux,3729.28,AMD,AMD Radeon,RX 6600,2021
185,Microsoft,Intel i3,8,1TB HDD,Nvidia GTX 1650,14.0,2560x1440,10.4,3.06,Linux,1001.65,Intel,Nvidia,GTX 1650,2019
186,Asus,Intel i7,16,2TB SSD,Nvidia GTX 1650,14.0,3840x2160,4.1,2.59,Windows,2352.27,Intel,Nvidia,GTX 1650,2019
187,HP,AMD Ryzen 3,64,1TB SSD,Nvidia RTX 2060,15.6,1920x1080,6.7,1.24,FreeDOS,2144.65,AMD,Nvidia,RTX 2060,2019
188,Dell,AMD Ryzen 9,4,1TB HDD,Nvidia GTX 1650,14.0,2560x1440,6.0,2.56,Linux,1443.2,AMD,Nvidia,GTX 1650,2019
189,Acer,AMD Ryzen 3,8,1TB HDD,Integrated,17.3,1920x1080,4.4,3.49,FreeDOS,554.72,AMD,Integrata,,2021
191,Samsung,Intel i7,16,256GB SSD,Nvidia RTX 3080,14.0,1920x1080,11.5,3.3,FreeDOS,1619.29,Intel,Nvidia,RTX 3080,2020
194,Samsung,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 3080,17.3,1366x768,7.9,2.07,macOS,908.56,AMD,Nvidia,RTX 3080,2020
195,HP,AMD Ryzen 9,32,1TB SSD,Nvidia RTX 3060,17.3,2560x1440,4.2,2.36,FreeDOS,3667.64,AMD,Nvidia,RTX 3060,2021
196,Samsung,AMD Ryzen 3,16,256GB SSD,AMD Radeon RX 6600,15.6,2560x1440,4.9,2.5,Linux,1314.19,AMD,AMD Radeon,RX 6600,2021
197,Asus,AMD Ryzen 9,32,1TB SSD,AMD Radeon RX 6600,13.3,1366x768,9.6,3.17,FreeDOS,2194.29,AMD,AMD Radeon,RX 6600,2021
198,Lenovo,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 2060,17.3,1920x1080,6.7,1.28,Linux,900.51,AMD,Nvidia,RTX 2060,2019
199,Dell,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3060,13.3,3840x2160,5.5,1.54,FreeDOS,1734.63,AMD,Nvidia,RTX 3060,2021
200,Samsung,Intel i7,16,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,9.5,2.62,Windows,2617.78,Intel,AMD Radeon,RX 6600,2021
201,Razer,AMD Ryzen 5,4,1TB SSD,Nvidia RTX 3080,13.3,3840x2160,11.6,1.82,macOS,2088.13,AMD,Nvidia,RTX 3080,2020
202,Razer,Intel i7,64,256GB SSD,Nvidia RTX 2060,15.6,2560x1440,6.2,2.21,FreeDOS,5519.35,Intel,Nvidia,RTX 2060,2019
203,Dell,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3080,15.6,2560x1440,7.8,2.22,Linux,1683.6,AMD,Nvidia,RTX 3080,2020
204,Microsoft,AMD Ryzen 7,4,1TB SSD,AMD Radeon RX 6800,13.3,1920x1080,11.8,1.68,Windows,1131.03,AMD,AMD Radeon,RX 6800,2020
205,MSI,Intel i7,4,256GB SSD,Nvidia,14.0,1920x1080,7.2,2.87,Windows,908.17,Intel,Nvidia,,2020
206,Dell,AMD Ryzen 3,16,512GB SSD,Nvidia RTX 2060,17.3,3840x2160,7.5,3.33,Windows,1879.12,AMD,Nvidia,RTX 2060,2019
207,HP,Intel i7,64,512GB SSD,Nvidia,15.6,1920x1080,5.0,2.8,Linux,2246.54,Intel,Nvidia,,2020
208,HP,AMD Ryzen 9,64,2TB SSD,AMD Radeon RX 6600,14.0,2560x1440,6.0,2.68,FreeDOS,4841.47,AMD,AMD Radeon,RX 6600,2021
209,Microsoft,AMD Ryzen 7,64,256GB SSD,AMD Radeon RX 6600,13.3,3840x2160,6.2,2.79,Windows,4856.96,AMD,AMD Radeon,RX 6600,2021
210,Samsung,AMD Ryzen 9,64,1TB SSD,Nvidia RTX 2060,14.0,1366x768,8.9,2.76,macOS,3322.3,AMD,Nvidia,RTX 2060,2019
211,HP,AMD Ryzen 3,4,256GB SSD,Nvidia,17.3,3840x2160,11.7,2.18,Windows,844.17,AMD,Nvidia,,2019
212,MSI,AMD Ryzen 3,64,256GB SSD,Nvidia RTX 3080,15.6,3840x2160,4.2,3.49,FreeDOS,4651.94,AMD,Nvidia,RTX 3080,2020
213,Samsung,AMD Ryzen 3,64,1TB SSD,Nvidia GTX 1650,17.3,3840x2160,8.6,3.08,Windows,3543.53,AMD,Nvidia,GTX 1650,2019
214,Microsoft,AMD Ryzen 7,16,2TB SSD,Nvidia,16.0,2560x1440,11.3,2.64,FreeDOS,1251.15,AMD,Nvidia,,2020
215,Asus,AMD Ryzen 7,32,512GB SSD,Nvidia RTX 3080,14.0,1366x768,12.0,2.9,Linux,1671.77,AMD,Nvidia,RTX 3080,2020
216,Microsoft,Intel i5,32,512GB SSD,AMD Radeon RX 6600,13.3,1920x1080,8.1,1.27,FreeDOS,1618.07,Intel,AMD Radeon,RX 6600,2021
217,Asus,Intel i9,16,512GB SSD,AMD Radeon RX 6600,14.0,1366x768,6.8,2.19,macOS,1629.89,Intel,AMD Radeon,RX 6600,2021
218,Microsoft,AMD Ryzen 9,64,1TB SSD,AMD Radeon RX 6800,15.6,3840x2160,5.8,2.59,Linux,7174.89,AMD,AMD Radeon,RX 6800,2020
219,Microsoft,AMD Ryzen 7,16,256GB SSD,Nvidia RTX 3080,13.3,1366x768,7.4,3.17,Linux,1227.22,AMD,Nvidia,RTX 3080,2020
220,Samsung,Intel i9,64,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,10.6,1.54,macOS,3795.01,Intel,AMD Radeon,RX 6800,2020
221,HP,Intel i7,8,2TB SSD,Nvidia GTX 1650,15.6,3840x2160,11.8,2.66,Linux,2389.37,Intel,Nvidia,GTX 1650,2019
222,Asus,Intel i7,32,512GB SSD,Nvidia GTX 1650,16.0,2560x1440,9.3,1.66,Windows,2649.46,Intel,Nvidia,GTX 1650,2019
224,MSI,Intel i9,8,2TB SSD,Nvidia,14.0,3840x2160,9.4,3.19,macOS,2435.32,Intel,Nvidia,,2021
225,Lenovo,Intel i7,64,256GB SSD,Nvidia,16.0,3840x2160,11.5,2.81,macOS,3608.15,Intel,Nvidia,,2020
226,Lenovo,AMD Ryzen 3,8,512GB SSD,AMD Radeon RX 6800,17.3,2560x1440,10.9,1.67,macOS,1197.24,AMD,AMD Radeon,RX 6800,2020
227,Microsoft,AMD Ryzen 9,8,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,6.6,1.33,Linux,2328.57,AMD,Nvidia,RTX 3060,2021
228,Acer,AMD Ryzen 5,4,1TB SSD,Nvidia RTX 3080,17.3,3840x2160,10.7,1.3,FreeDOS,1660.74,AMD,Nvidia,RTX 3080,2020
230,Razer,AMD Ryzen 3,4,1TB SSD,AMD Radeon RX 6800,13.3,1366x768,5.8,3.24,Windows,807.73,AMD,AMD Radeon,RX 6800,2020
231,Microsoft,AMD Ryzen 3,16,1TB HDD,Nvidia RTX 2060,17.3,1366x768,9.3,1.78,Linux,773.14,AMD,Nvidia,RTX 2060,2019
233,Microsoft,AMD Ryzen 3,32,2TB SSD,Nvidia GTX 1650,17.3,2560x1440,7.7,1.38,FreeDOS,1920.67,AMD,Nvidia,GTX 1650,2019
234,MSI,AMD Ryzen 7,8,1TB HDD,Nvidia RTX 3080,14.0,1920x1080,11.1,2.0,Linux,1225.12,AMD,Nvidia,RTX 3080,2020
235,Samsung,Intel i3,64,1TB SSD,Nvidia GTX 1650,14.0,1366x768,8.8,3.2,FreeDOS,1667.97,Intel,Nvidia,GTX 1650,2019
236,MSI,AMD Ryzen 5,32,256GB SSD,Nvidia,16.0,1366x768,11.1,3.5,FreeDOS,1160.96,AMD,Nvidia,,2019
237,Acer,Intel i5,8,1TB SSD,AMD Radeon RX 6800,13.3,1920x1080,7.4,1.51,Windows,1143.1,Intel,AMD Radeon,RX 6800,2020
238,MSI,Intel i5,32,512GB SSD,AMD Radeon RX 6800,16.0,2560x1440,7.0,3.49,Windows,2754.97,Intel,AMD Radeon,RX 6800,2020
240,Asus,Intel i9,8,1TB SSD,Nvidia GTX 1650,16.0,1366x768,11.6,2.54,Linux,1607.34,Intel,Nvidia,GTX 1650,2019
242,MSI,AMD Ryzen 5,32,1TB HDD,Nvidia GTX 1650,13.3,1366x768,10.4,2.42,macOS,1533.42,AMD,Nvidia,GTX 1650,2019
243,MSI,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 3060,17.3,1920x1080,8.0,2.18,macOS,3420.88,AMD,Nvidia,RTX 3060,2021
244,Lenovo,Intel i3,32,1TB SSD,Nvidia GTX 1650,16.0,1366x768,10.7,2.41,Linux,1284.16,Intel,Nvidia,GTX 1650,2019
246,HP,AMD Ryzen 7,64,256GB SSD,AMD Radeon RX 6600,15.6,2560x1440,6.4,2.63,Linux,3930.86,AMD,AMD Radeon,RX 6600,2021
247,Samsung,Intel i9,32,256GB SSD,Nvidia RTX 3080,13.3,2560x1440,9.1,2.03,Windows,3315.02,Intel,Nvidia,RTX 3080,2020
248,Lenovo,AMD Ryzen 7,16,2TB SSD,Nvidia,13.3,3840x2160,4.1,1.32,Windows,1690.5,AMD,Nvidia,,2019
249,HP,AMD Ryzen 9,32,2TB SSD,Nvidia,15.6,2560x1440,5.1,2.83,Windows,2512.87,AMD,Nvidia,,2021
250,Microsoft,Intel i3,8,1TB HDD,AMD Radeon RX 6600,13.3,3840x2160,11.4,1.92,macOS,1221.31,Intel,AMD Radeon,RX 6600,2021
251,Samsung,Intel i9,32,512GB SSD,Nvidia GTX 1650,16.0,3840x2160,8.3,2.57,FreeDOS,4815.87,Intel,Nvidia,GTX 1650,2019
252,Lenovo,AMD Ryzen 7,32,1TB HDD,AMD Radeon RX 6600,16.0,1366x768,7.8,1.72,Linux,1628.12,AMD,AMD Radeon,RX 6600,2021
253,MSI,Intel i3,32,1TB HDD,Nvidia RTX 3060,16.0,1920x1080,9.4,3.46,Windows,1450.25,Intel,Nvidia,RTX 3060,2021
255,MSI,Intel i3,64,256GB SSD,AMD Radeon RX 6600,13.3,1366x768,5.9,2.55,Linux,2110.91,Intel,AMD Radeon,RX 6600,2021
256,Microsoft,AMD Ryzen 5,32,2TB SSD,Nvidia,14.0,1920x1080,9.4,2.99,Linux,1235.27,AMD,Nvidia,,2021
257,MSI,AMD Ryzen 3,4,1TB HDD,AMD Radeon RX 6600,15.6,1366x768,4.9,1.28,Windows,673.28,AMD,AMD Radeon,RX 6600,2021
258,Dell,Intel i7,16,1TB HDD,Nvidia GTX 1650,16.0,3840x2160,6.6,3.4,Windows,2382.6,Intel,Nvidia,GTX 1650,2019
259,HP,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 2060,15.6,1920x1080,11.6,3.2,Windows,2518.04,AMD,Nvidia,RTX 2060,2019
260,Asus,Intel i9,16,1TB SSD,AMD Radeon RX 6800,16.0,2560x1440,6.8,2.86,Linux,2650.42,Intel,AMD Radeon,RX 6800,2020
261,MSI,Intel i7,4,512GB SSD,Nvidia,16.0,2560x1440,8.4,2.94,Windows,1333.96,Intel,Nvidia,,2019
262,Asus,Intel i5,8,256GB SSD,AMD Radeon RX 6600,15.6,1366x768,8.4,1.24,Linux,974.69,Intel,AMD Radeon,RX 6600,2021
263,Microsoft,Intel i7,64,2TB SSD,Nvidia RTX 3080,17.3,3840x2160,8.8,1.7,Windows,5397.19,Intel,Nvidia,RTX 3080,2020
264,Razer,AMD Ryzen 9,4,256GB SSD,Nvidia,16.0,1366x768,7.7,2.84,macOS,1164.38,AMD,Nvidia,,2020
265,Dell,Intel i9,32,2TB SSD,Nvidia RTX 3080,14.0,2560x1440,8.5,1.32,macOS,3359.13,Intel,Nvidia,RTX 3080,2020
266,Microsoft,Intel i9,32,2TB SSD,Nvidia,17.3,1366x768,8.8,1.61,FreeDOS,1630.22,Intel,Nvidia,,2019
267,Samsung,Intel i3,16,2TB SSD,Nvidia GTX 1650,16.0,1366x768,8.9,3.46,macOS,793.3,Intel,Nvidia,GTX 1650,2019
268,MSI,AMD Ryzen 3,32,512GB SSD,Nvidia GTX 1650,14.0,1366x768,6.2,2.31,Linux,1577.52,AMD,Nvidia,GTX 1650,2019
270,Microsoft,Intel i7,16,2TB SSD,Nvidia RTX 3060,17.3,1920x1080,6.3,3.01,Windows,1674.86,Intel,Nvidia,RTX 3060,2021
271,Microsoft,Intel i3,16,256GB SSD,Nvidia RTX 3080,16.0,2560x1440,7.6,2.65,FreeDOS,1271.09,Intel,Nvidia,RTX 3080,2020
272,Asus,Intel i5,32,1TB HDD,Nvidia GTX 1650,13.3,3840x2160,9.7,2.23,Windows,2158.02,Intel,Nvidia,GTX 1650,2019
274,Samsung,AMD Ryzen 5,64,2TB SSD,Nvidia,15.6,1920x1080,9.9,3.31,Windows,1635.83,AMD,Nvidia,,2020
275,Lenovo,AMD Ryzen 3,16,1TB SSD,AMD Radeon RX 6800,15.6,3840x2160,8.9,2.09,FreeDOS,1914.72,AMD,AMD Radeon,RX 6800,2020
276,MSI,Intel i5,32,1TB SSD,AMD Radeon RX 6600,14.0,2560x1440,5.6,1.24,FreeDOS,2636.91,Intel,AMD Radeon,RX 6600,2021
277,HP,Intel i5,32,512GB SSD,Nvidia GTX 1650,16.0,1920x1080,9.9,1.88,Linux,1670.15,Intel,Nvidia,GTX 1650,2019
278,Razer,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3060,15.6,1366x768,11.2,2.8,Linux,1413.93,AMD,Nvidia,RTX 3060,2021
279,HP,Intel i3,32,1TB HDD,AMD Radeon RX 6800,17.3,3840x2160,9.2,3.19,Linux,2126.52,Intel,AMD Radeon,RX 6800,2020
280,Dell,AMD Ryzen 5,4,2TB SSD,Nvidia RTX 2060,16.0,1920x1080,8.0,2.5,macOS,1118.09,AMD,Nvidia,RTX 2060,2019
281,HP,Intel i9,16,1TB SSD,Nvidia RTX 3060,15.6,1920x1080,11.4,1.59,FreeDOS,2152.76,Intel,Nvidia,RTX 3060,2021
282,Razer,Intel i9,64,256GB SSD,Nvidia GTX 1650,13.3,3840x2160,4.9,3.09,FreeDOS,9032.16,Intel,Nvidia,GTX 1650,2019
283,Lenovo,AMD Ryzen 7,64,512GB SSD,Nvidia,16.0,1366x768,5.2,3.33,FreeDOS,1851.67,AMD,Nvidia,,2019
284,Asus,Intel i3,64,256GB SSD,Nvidia RTX 3080,14.0,3840x2160,4.5,2.53,Linux,3159.73,Intel,Nvidia,RTX 3080,2020
285,Samsung,Intel i9,4,256GB SSD,AMD Radeon RX 6600,15.6,3840x2160,7.3,1.93,Windows,2775.59,Intel,AMD Radeon,RX 6600,2021
286,Asus,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 2060,14.0,1920x1080,10.0,1.22,FreeDOS,1048.32,AMD,Nvidia,RTX 2060,2019
287,Samsung,Intel i9,32,1TB SSD,Nvidia RTX 3060,16.0,2560x1440,4.5,2.45,Linux,3609.67,Intel,Nvidia,RTX 3060,2021
288,Acer,AMD Ryzen 5,4,1TB SSD,AMD Radeon RX 6600,15.6,1366x768,11.4,2.03,Linux,775.68,AMD,AMD Radeon,RX 6600,2021
289,Lenovo,Intel i7,32,1TB SSD,Nvidia RTX 3080,15.6,1366x768,8.1,3.13,Linux,1725.51,Intel,Nvidia,RTX 3080,2020
290,HP,Intel i3,16,1TB HDD,Nvidia RTX 3060,17.3,2560x1440,5.2,1.74,FreeDOS,1124.19,Intel,Nvidia,RTX 3060,2021
291,Razer,AMD Ryzen 7,64,1TB HDD,AMD Radeon RX 6800,15.6,2560x1440,5.4,3.16,Linux,4818.17,AMD,AMD Radeon,RX 6800,2020
292,Microsoft,Intel i7,8,512GB SSD,Nvidia,16.0,2560x1440,4.3,2.21,macOS,1089.96,Intel,Nvidia,,2019
293,Lenovo,AMD Ryzen 3,16,1TB HDD,AMD Radeon RX 6800,17.3,1366x768,4.6,1.74,Windows,845.64,AMD,AMD Radeon,RX 6800,2020
295,Acer,Intel i5,16,256GB SSD,Nvidia RTX 3060,13.3,1920x1080,10.9,1.24,FreeDOS,1239.88,Intel,Nvidia,RTX 3060,2021
296,Lenovo,AMD Ryzen 5,32,2TB SSD,Nvidia RTX 3080,17.3,1920x1080,6.5,2.39,FreeDOS,1714.24,AMD,Nvidia,RTX 3080,2020
297,Microsoft,Intel i7,16,512GB SSD,AMD Radeon RX 6600,13.3,3840x2160,8.2,3.22,FreeDOS,2618.18,Intel,AMD Radeon,RX 6600,2021
298,Asus,AMD Ryzen 3,64,256GB SSD,Nvidia RTX 2060,16.0,2560x1440,8.6,2.56,macOS,2686.06,AMD,Nvidia,RTX 2060,2019
299,Razer,Intel i9,8,256GB SSD,Nvidia GTX 1650,16.0,1920x1080,7.3,1.9,FreeDOS,2418.11,Intel,Nvidia,GTX 1650,2019
300,Razer,Intel i5,8,1TB HDD,Nvidia RTX 3060,13.3,1366x768,10.3,1.31,Linux,880.5,Intel,Nvidia,RTX 3060,2021
301,Samsung,Intel i3,4,1TB SSD,Nvidia RTX 2060,17.3,1920x1080,8.0,1.26,FreeDOS,825.89,Intel,Nvidia,RTX 2060,2019
302,Samsung,AMD Ryzen 9,16,2TB SSD,AMD Radeon RX 6600,15.6,1366x768,6.6,1.72,Windows,1709.79,AMD,AMD Radeon,RX 6600,2021
303,Acer,Intel i5,16,1TB HDD,Integrated,13.3,1920x1080,9.5,3.42,Linux,650.45,Intel,Integrata,,2019
304,Dell,AMD Ryzen 9,8,512GB SSD,AMD Radeon RX 6800,16.0,2560x1440,7.2,1.81,macOS,2258.04,AMD,AMD Radeon,RX 6800,2020
305,Acer,Intel i7,4,512GB SSD,Nvidia GTX 1650,16.0,2560x1440,6.2,1.96,FreeDOS,1484.46,Intel,Nvidia,GTX 1650,2019
306,Razer,Intel i9,64,1TB HDD,Nvidia,14.0,1366x768,4.5,2.97,FreeDOS,2513.62,Intel,Nvidia,,2020
307,Asus,AMD Ryzen 7,64,1TB HDD,AMD Radeon RX 6600,16.0,1366x768,10.6,3.11,FreeDOS,2375.17,AMD,AMD Radeon,RX 6600,2021
308,Dell,Intel i9,64,2TB SSD,Nvidia RTX 2060,16.0,2560x1440,9.8,2.53,Linux,5499.27,Intel,Nvidia,RTX 2060,2019
309,Dell,AMD Ryzen 9,4,1TB SSD,AMD Radeon RX 6800,14.0,2560x1440,7.2,1.21,Windows,1846.75,AMD,AMD Radeon,RX 6800,2020
310,HP,AMD Ryzen 5,16,1TB SSD,Nvidia RTX 3060,13.3,3840x2160,7.7,2.99,Windows,1924.55,AMD,Nvidia,RTX 3060,2021
311,Lenovo,Intel i7,4,1TB SSD,Integrated,16.0,1366x768,8.0,1.71,Windows,614.13,Intel,Integrata,,2019
312,Asus,AMD Ryzen 5,32,512GB SSD,AMD Radeon RX 6800,17.3,3840x2160,6.7,1.76,Linux,2803.58,AMD,AMD Radeon,RX 6800,2020
313,Asus,Intel i3,4,256GB SSD,Integrated,15.6,1366x768,7.3,2.55,Windows,422.95,Intel,Integrata,,2020
314,Lenovo,AMD Ryzen 9,64,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,10.2,2.14,macOS,2878.94,AMD,AMD Radeon,RX 6800,2020
315,Razer,Intel i5,8,2TB SSD,Nvidia GTX 1650,13.3,1366x768,9.1,1.29,FreeDOS,1253.3,Intel,Nvidia,GTX 1650,2019
316,Razer,Intel i7,32,256GB SSD,Nvidia RTX 3080,15.6,3840x2160,6.7,1.88,Linux,4889.73,Intel,Nvidia,RTX 3080,2020
317,Samsung,AMD Ryzen 9,64,1TB SSD,Nvidia RTX 2060,15.6,1366x768,5.1,1.42,FreeDOS,3685.52,AMD,Nvidia,RTX 2060,2019
318,Asus,Intel i9,4,512GB SSD,Nvidia,16.0,3840x2160,6.1,3.0,macOS,1922.22,Intel,Nvidia,,2021
319,Lenovo,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 3080,17.3,1366x768,8.7,2.63,Windows,1323.24,AMD,Nvidia,RTX 3080,2020
320,Lenovo,Intel i5,64,512GB SSD,Nvidia GTX 1650,16.0,1366x768,9.8,2.16,Windows,2148.24,Intel,Nvidia,GTX 1650,2019
321,Microsoft,Intel i9,16,1TB SSD,Nvidia GTX 1650,15.6,1920x1080,6.4,3.06,macOS,2299.66,Intel,Nvidia,GTX 1650,2019
322,Lenovo,AMD Ryzen 7,32,2TB SSD,AMD Radeon RX 6600,17.3,1366x768,8.8,2.19,FreeDOS,1747.33,AMD,AMD Radeon,RX 6600,2021
324,HP,AMD Ryzen 9,8,2TB SSD,Nvidia RTX 3060,14.0,3840x2160,5.7,1.21,FreeDOS,2602.62,AMD,Nvidia,RTX 3060,2021
325,Samsung,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6800,17.3,1366x768,8.0,2.55,FreeDOS,2314.57,AMD,AMD Radeon,RX 6800,2020
326,Razer,Intel i3,4,512GB SSD,Nvidia RTX 3060,17.3,2560x1440,5.4,1.48,FreeDOS,1432.43,Intel,Nvidia,RTX 3060,2021
327,Lenovo,Intel i9,32,2TB SSD,AMD Radeon RX 6800,14.0,1366x768,10.5,3.2,Linux,2196.34,Intel,AMD Radeon,RX 6800,2020
328,Acer,AMD Ryzen 3,64,2TB SSD,Nvidia GTX 1650,15.6,1920x1080,7.4,3.28,FreeDOS,2301.59,AMD,Nvidia,GTX 1650,2019
329,HP,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 3080,13.3,1920x1080,5.0,2.14,Linux,1535.91,AMD,Nvidia,RTX 3080,2020
330,MSI,Intel i3,4,1TB HDD,Nvidia RTX 3060,13.3,1920x1080,5.2,1.63,Linux,810.69,Intel,Nvidia,RTX 3060,2021
331,Razer,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 3060,16.0,2560x1440,10.1,1.38,macOS,1086.03,AMD,Nvidia,RTX 3060,2021
332,Razer,Intel i3,16,256GB SSD,Nvidia RTX 3080,17.3,1366x768,7.0,3.18,FreeDOS,1152.34,Intel,Nvidia,RTX 3080,2020
333,Lenovo,Intel i5,64,512GB SSD,Nvidia RTX 3080,16.0,3840x2160,11.4,2.7,Windows,4200.16,Intel,Nvidia,RTX 3080,2020
334,HP,Intel i9,64,256GB SSD,Nvidia RTX 2060,14.0,1920x1080,9.2,2.38,FreeDOS,4058.03,Intel,Nvidia,RTX 2060,2019
335,Lenovo,Intel i5,8,1TB SSD,AMD Radeon RX 6600,13.3,1366x768,8.8,1.99,FreeDOS,805.87,Intel,AMD Radeon,RX 6600,2021
337,MSI,Intel i5,64,1TB SSD,Nvidia GTX 1650,14.0,2560x1440,9.4,2.88,Windows,3735.42,Intel,Nvidia,GTX 1650,2019
338,Lenovo,Intel i9,4,256GB SSD,AMD Radeon RX 6600,15.6,1366x768,10.3,1.58,Linux,1447.37,Intel,AMD Radeon,RX 6600,2021
339,Microsoft,AMD Ryzen 9,8,1TB SSD,Nvidia RTX 3060,15.6,1920x1080,11.9,2.84,Linux,1816.09,AMD,Nvidia,RTX 3060,2021
340,Lenovo,AMD Ryzen 5,16,1TB HDD,Nvidia,15.6,3840x2160,5.7,1.35,Windows,1302.89,AMD,Nvidia,,2019
341,Lenovo,Intel i5,16,512GB SSD,AMD Radeon RX 6600,13.3,2560x1440,6.0,3.39,macOS,1400.75,Intel,AMD Radeon,RX 6600,2021
342,Samsung,AMD Ryzen 3,8,2TB SSD,Nvidia RTX 3060,16.0,1920x1080,7.0,1.65,macOS,1040.34,AMD,Nvidia,RTX 3060,2021
343,Dell,Intel i3,32,1TB SSD,AMD Radeon RX 6600,16.0,2560x1440,6.6,1.6,FreeDOS,1885.95,Intel,AMD Radeon,RX 6600,2021
344,Dell,Intel i9,16,2TB SSD,AMD Radeon RX 6600,15.6,3840x2160,8.2,3.26,Linux,3744.92,Intel,AMD Radeon,RX 6600,2021
345,Samsung,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,10.8,1.23,Linux,2135.12,AMD,Nvidia,RTX 3060,2021
346,Razer,Intel i9,64,512GB SSD,Nvidia RTX 3060,14.0,3840x2160,8.5,2.95,Windows,9222.39,Intel,Nvidia,RTX 3060,2021
347,Dell,Intel i9,16,512GB SSD,Nvidia GTX 1650,15.6,1920x1080,8.7,2.6,Linux,2093.83,Intel,Nvidia,GTX 1650,2019
348,Asus,AMD Ryzen 7,4,2TB SSD,Nvidia GTX 1650,17.3,1366x768,6.9,1.84,macOS,1165.8,AMD,Nvidia,GTX 1650,2019
349,Acer,Intel i7,64,1TB SSD,Nvidia GTX 1650,14.0,2560x1440,11.4,3.2,FreeDOS,3815.29,Intel,Nvidia,GTX 1650,2019
350,Dell,AMD Ryzen 5,16,1TB SSD,Nvidia RTX 3080,14.0,2560x1440,8.3,1.81,Linux,1383.67,AMD,Nvidia,RTX 3080,2020
351,Razer,Intel i3,4,2TB SSD,Nvidia RTX 3060,15.6,3840x2160,5.4,2.74,Linux,1885.42,Intel,Nvidia,RTX 3060,2021
352,Microsoft,AMD Ryzen 7,32,2TB SSD,AMD Radeon RX 6800,17.3,1366x768,10.9,1.42,macOS,1705.76,AMD,AMD Radeon,RX 6800,2020
353,Dell,AMD Ryzen 5,32,1TB SSD,AMD Radeon RX 6800,14.0,1366x768,9.2,1.71,Windows,1258.78,AMD,AMD Radeon,RX 6800,2020
354,Microsoft,Intel i9,8,1TB HDD,Nvidia,14.0,1920x1080,4.5,2.63,Linux,813.28,Intel,Nvidia,,2021
355,HP,Intel i3,64,2TB SSD,Nvidia RTX 3080,13.3,1920x1080,7.7,3.26,Linux,1938.13,Intel,Nvidia,RTX 3080,2020
357,MSI,AMD Ryzen 9,4,1TB SSD,Nvidia GTX 1650,14.0,1366x768,9.5,3.15,FreeDOS,1520.6,AMD,Nvidia,GTX 1650,2019
358,Razer,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 3060,16.0,1366x768,10.0,1.3,macOS,1562.71,AMD,Nvidia,RTX 3060,2021
359,Razer,AMD Ryzen 3,8,512GB SSD,Nvidia RTX 3060,17.3,2560x1440,9.3,1.89,FreeDOS,1578.8,AMD,Nvidia,RTX 3060,2021
361,Microsoft,Intel i7,4,256GB SSD,Nvidia RTX 3060,15.6,1920x1080,6.7,2.24,Linux,1262.44,Intel,Nvidia,RTX 3060,2021
362,Lenovo,AMD Ryzen 3,8,2TB SSD,AMD Radeon RX 6800,16.0,1366x768,4.4,3.44,macOS,717.03,AMD,AMD Radeon,RX 6800,2020
363,Samsung,Intel i9,8,256GB SSD,Nvidia RTX 3060,17.3,2560x1440,11.6,1.98,Windows,2216.77,Intel,Nvidia,RTX 3060,2021
364,Microsoft,AMD Ryzen 7,64,1TB HDD,Nvidia GTX 1650,13.3,2560x1440,5.2,1.5,FreeDOS,3129.11,AMD,Nvidia,GTX 1650,2019
365,Samsung,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6600,16.0,1366x768,6.3,1.72,Windows,2453.15,AMD,AMD Radeon,RX 6600,2021
366,Asus,AMD Ryzen 5,16,256GB SSD,Nvidia,16.0,1920x1080,4.2,1.41,FreeDOS,773.99,AMD,Nvidia,,2020
367,Dell,Intel i7,4,512GB SSD,Nvidia GTX 1650,15.6,3840x2160,7.0,1.27,macOS,2187.69,Intel,Nvidia,GTX 1650,2019
368,Acer,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 3080,14.0,1920x1080,11.1,3.42,macOS,654.86,AMD,Nvidia,RTX 3080,2020
